budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,combined_features
0,Adventure Animation Comedy Family,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"[{'id': 10986, 'name': 'chipmunk'}, {'id': 10987, 'name': 'cgi'}, {'id': 11477, 'name': 'talking animal'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-17,233755553,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal. Adventure Animation Comedy Family chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger"
90000000,Comedy Action,http://www.youdontmesswiththezohan.com/,10661,"[{'id': 242, 'name': 'new york'}, {'id': 536, 'name': 'israel'}, {'id': 539, 'name': 'middle east'}, {'id': 928, 'name': 'hairdresser'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 3037, 'name': 'mossad'}, {'id': 3038, 'name': 'israeli'}, {'id': 3039, 'name': 'palestinian'}, {'id': 3188, 'name': 'heart-throb'}, {'id': 5907, 'name': 'middle east conflict'}, {'id': 6785, 'name': 'hairstyle'}, {'id': 8932, 'name': 'hacky sack'}]",en,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,40.597344,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-05,201596308,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true. Comedy Action new york israel middle east hairdresser ladykiller mossad israeli palestinian heart-throb middle east conflict hairstyle hacky sack
88000000,Action Comedy Science Fiction,http://www.pixels-movie.com/,257344,"[{'id': 282, 'name': 'video game'}, {'id': 5801, 'name': 'nerd'}, {'id': 192962, 'name': 'alien attack'}, {'id': 209714, 'name': '3d'}, {'id': 220855, 'name': 'pixels'}]",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16,243637091,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Game On.,Pixels,5.6,2513,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York. Action Comedy Science Fiction video game nerd alien attack 3d pixels
90000000,Drama Science Fiction Mystery,http://www.warnerbros.com/contact,686,"[{'id': 818, 'name': 'based on novel'}, {'id': 1432, 'name': 'nasa'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 2846, 'name': 'prime number'}, {'id': 3412, 'name': 'star'}, {'id': 3416, 'name': 'radio wave'}, {'id': 3417, 'name': 'wormhole'}, {'id': 3419, 'name': 'fanatic'}, {'id': 10706, 'name': 'spirituality'}, {'id': 11001, 'name': 'religion'}, {'id': 14760, 'name': 'scientist'}, {'id': 15246, 'name': 'sabotage'}, {'id': 159961, 'name': 'ham radio'}, {'id': 160515, 'name': 'alien contact'}, {'id': 162356, 'name': 'mechanical engineering'}, {'id': 162357, 'name': 'observatory'}, {'id': 226028, 'name': 'eccentric man'}, {'id': 226240, 'name': 'radio telescope'}]",en,Contact,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",55.249434,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""South Side Amusement Company"", ""id"": 43910}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-11,171120329,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If it's just us, it seems like an awful waste of space.",Contact,7.2,1308,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality. Drama Science Fiction Mystery based on novel nasa new mexico extraterrestrial technology prime number star radio wave wormhole fanatic spirituality religion scientist sabotage ham radio alien contact mechanical engineering observatory eccentric man radio telescope"
80000000,Crime Thriller,http://www.theinterpretermovie.com/,179,"[{'id': 242, 'name': 'new york'}, {'id': 407, 'name': 'dictator'}, {'id': 409, 'name': 'africa'}, {'id': 434, 'name': 'destruction of a civilization'}, {'id': 441, 'name': 'assassination'}, {'id': 836, 'name': 'resistance'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 15053, 'name': 'united nations'}, {'id': 15155, 'name': 'witness to murder'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 174375, 'name': 'resistance fighter'}]",en,The Interpreter,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",18.69984,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Motion Picture JOTA Produktions"", ""id"": 20194}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-08,162944923,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The truth needs no translation.,The Interpreter,6.2,392,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate. Crime Thriller new york dictator africa destruction of a civilization assassination resistance revenge murder united nations witness to murder fbi agent resistance fighter"
90000000,Adventure Family Fantasy,http://www.percyjacksonthemovie.com/us/#!/home,76285,"[{'id': 351, 'name': 'poison'}, {'id': 2034, 'name': 'hermes'}, {'id': 14667, 'name': 'poseidon'}, {'id': 180548, 'name': 'demigod'}, {'id': 180909, 'name': 'golden fleece'}, {'id': 180912, 'name': 'olympus'}, {'id': 209714, 'name': '3d'}, {'id': 221835, 'name': 'kronos'}, {'id': 221836, 'name': 'overthrow olympus'}, {'id': 223438, 'name': 'based on young adult novel'}]",en,Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",40.262261,"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-07,174578751,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1648,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising. Adventure Family Fantasy poison hermes poseidon demigod golden fleece olympus 3d kronos overthrow olympus based on young adult novel"
90000000,Action Adventure Comedy Crime Mystery Thriller,http://nowyouseeme.movie,291805,"[{'id': 212, 'name': 'london england'}, {'id': 478, 'name': 'china'}, {'id': 2343, 'name': 'magic'}, {'id': 2908, 'name': 'secret society'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 10051, 'name': 'heist'}, {'id': 10562, 'name': 'on the run'}, {'id': 228519, 'name': 'macau china'}, {'id': 236458, 'name': 'magician'}]",en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",51.535701,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""TIK Films"", ""id"": 72441}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-02,334901337,129.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet. Action Adventure Comedy Crime Mystery Thriller london england china magic secret society vigilante sequel revenge heist on the run macau china magician"
90000000,Animation Adventure Comedy Family,http://www.riomovies.com/,46195,"[{'id': 1161, 'name': 'brazil'}, {'id': 2551, 'name': 'pet'}, {'id': 2646, 'name': 'bird'}, {'id': 4344, 'name': 'musical'}, {'id': 7453, 'name': 'canary'}, {'id': 12649, 'name': 'samba'}, {'id': 18165, 'name': 'animal'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 236475, 'name': 'rio 1'}, {'id': 236476, 'name': 'río 1'}]",en,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",46.200042,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-03,484635760,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2166,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda. Animation Adventure Comedy Family brazil pet bird musical canary samba animal duringcreditsstinger rio 1 río 1"
88000000,Romance Drama History,http://www.cinderellamanmovie.com/index.php,921,"[{'id': 396, 'name': 'transporter'}, {'id': 1199, 'name': 'netherlands'}, {'id': 1477, 'name': 'world cup'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2783, 'name': ""family's daily life""}, {'id': 2792, 'name': 'boxer'}, {'id': 4487, 'name': 'boxing match'}, {'id': 4610, 'name': 'comeback'}, {'id': 4613, 'name': 'training'}, {'id': 4614, 'name': 'heavy weight'}, {'id': 4615, 'name': 'folk hero'}, {'id': 5565, 'name': 'biography'}, {'id': 5600, 'name': 'daughter'}, {'id': 6066, 'name': 'defeat'}, {'id': 6075, 'name': 'sport'}]",en,Cinderella Man,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",24.100863,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Parkway Pictures (I)"", ""id"": 631}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-02,108539911,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state. Romance Drama History transporter netherlands world cup socially deprived family family's daily life boxer boxing match comeback training heavy weight folk hero biography daughter defeat sport"
90000000,Fantasy Action Family,http://www.nutcrackerin3d.com/,49852,[],en,The Nutcracker: The Untold Story,"Set in 1920's Vienna, this a tale of a little girl, whose godfather gives her a special doll one Christmas Eve.",3.593349,"[{""name"": ""Vnesheconombank"", ""id"": 24013}, {""name"": ""Nutcracker Holdings"", ""id"": 24014}, {""name"": ""HCC Media Group"", ""id"": 24015}, {""name"": ""Russian Roulette Ltd."", ""id"": 24016}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2010-11-24,16178959,110.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Nutcracker: The Untold Story,5.4,50,"Set in 1920's Vienna, this a tale of a little girl, whose godfather gives her a special doll one Christmas Eve. Fantasy Action Family "
